,REVENUE,HWT_SUBSCRIBER,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_NUMBER,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,flag_WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT_lo,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN
20,1479.0,1,Alyn Cockshaw,alyn.cockshaw@aol.com,Alyn,Cockshaw,43,3,5,5,72.18,1,2,1,1,5,1,0,5,0,1,1,70.0,222.8,6,0,3,14,0,0,0.06976744186046512,0.1939595455804932,1,1,aol,junk_domain
21,1399.0,1,Alyn Frey,alyn.frey@msn.com,Alyn,Frey,38,5,6,7,81.75,1,3,0,1,5,1,0,0,4,1,1,90.0,114.4,4,0,3,12,136,0,0.13157894736842105,0.14678899082568808,1,1,msn,junk_domain
22,1470.0,1,Alyn Stackspear,alyn.stackspear@protonmail.com,Alyn,Stackspear,133,3,7,3,24.08,1,0,0,1,6,2,12,9,1,1,0,90.0,132.2,4,1,3,15,0,0,0.022556390977443608,0.6229235880398671,1,1,protonmail,personal_domain
23,1775.0,1,Alysanne Targaryen,alysanne.targaryen@verizon.com,Alysanne,Targaryen,59,2,8,8,76.13,0,3,2,1,5,3,6,9,4,0,0,80.0,145.6,5,0,3,13,16,0,0.03389830508474576,0.1707605411795613,1,1,verizon,professional_domain
24,1579.0,1,Ambrose Butterwell,ambrose.butterwell@protonmail.com,Ambrose,Butterwell,58,4,5,8,94.5,1,0,0,1,6,1,9,0,1,0,0,90.0,144.2,5,0,2,16,243,0,0.06896551724137931,0.1693121693121693,1,1,protonmail,personal_domain
25,2025.0,1,Anders Yronwood,anders.yronwood@hotmail.com,Anders,Yronwood,49,2,9,9,60.42,1,0,0,1,5,1,30,0,0,1,0,70.0,137.0,4,1,3,14,178,0,0.04081632653061224,0.23171135385633895,0,0,hotmail,junk_domain
26,2812.5,1,Annara Farring,annara.farring@merck.com,Annara,Farring,90,5,9,2,51.89,1,2,0,1,4,2,1,0,1,1,1,70.0,161.6,3,1,3,12,0,0,0.05555555555555555,0.23125843129697438,1,1,merck,professional_domain
27,1679.0,1,Aron Santagar,aron.santagar@gmail.com,Aron,Santagar,100,6,6,7,106.6,0,5,0,1,6,2,1,1,2,0,0,90.0,161.1,5,0,3,14,360,0,0.06,0.13133208255159476,1,1,gmail,personal_domain
28,1789.0,1,Arson,arson@msn.com,Arson,Arson,71,5,5,1,102.8,1,1,0,1,5,2,12,4,6,0,0,90.0,151.0,4,0,3,14,268,0,0.07042253521126761,0.13618677042801558,1,1,msn,junk_domain
29,1917.0,1,Arthur Dayne,arthur.dayne@hotmail.com,Arthur,Dayne,84,4,5,9,109.13,1,0,0,1,5,2,3,4,2,0,0,80.0,182.0,5,0,3,11,0,0,0.047619047619047616,0.1007972143315312,1,1,hotmail,junk_domain
30,1865.0,1,Artos Stark,artos.stark@protonmail.com,Artos,Stark,49,2,7,6,104.61,1,0,0,1,6,2,13,7,3,0,0,70.0,179.2,6,1,3,14,318,0,0.04081632653061224,0.13383041774208967,1,1,protonmail,personal_domain
31,1740.0,1,Arwyn Oakheart,arwyn.oakheart@yahoo.com,Arwyn,Oakheart,72,3,6,1,127.89,1,0,0,1,5,2,16,0,0,0,0,90.0,148.4,6,1,3,12,0,0,0.041666666666666664,0.09383063570255688,0,0,yahoo,personal_domain
32,3368.75,1,Asha Greyjoy,asha.greyjoy@unitedtech.com,Asha,Greyjoy,75,1,8,7,53.0,1,0,0,1,6,2,7,8,8,0,0,80.0,166.3,6,0,3,15,95,0,0.013333333333333334,0.2830188679245283,1,1,unitedtech,professional_domain
33,910.0,1,Aubrey Ambrose,aubrey.ambrose@yahoo.com,Aubrey,Ambrose,14,4,12,5,16.96,1,2,0,1,6,1,2,0,1,0,0,80.0,98.8,3,0,2,15,0,0,0.2857142857142857,0.8844339622641509,1,1,yahoo,personal_domain
34,1050.0,1,Baelor Blacktyde,baelor.blacktyde@nike.com,Baelor,Blacktyde,15,4,11,2,116.22,1,1,0,1,4,1,0,0,3,1,0,70.0,89.6,3,0,2,14,0,0,0.26666666666666666,0.12046119428669765,1,1,nike,professional_domain
35,1363.0,1,Baelor I Targaryen,baelor.i.targaryen@yahoo.com,Baelor,I Targaryen,106,4,5,3,115.0,1,0,0,1,6,1,4,0,1,1,0,70.0,177.5,6,0,3,13,0,0,0.03773584905660377,0.11304347826086956,1,1,yahoo,personal_domain
36,3540.0,1,Barbrey Dustin,barbrey.dustin@msn.com,Barbrey,Dustin,178,6,10,1,90.92,1,0,0,0,6,2,12,0,1,0,0,90.0,180.3,4,2,3,13,0,0,0.033707865168539325,0.14298284205895292,1,1,msn,junk_domain
37,995.0,1,Barre,barre@yahoo.com,Barre,Barre,13,8,11,1,78.92,1,1,0,1,5,1,3,0,4,0,0,90.0,91.8,3,1,2,17,0,0,0.6153846153846154,0.21540800810947794,1,1,yahoo,personal_domain
38,3975.0,1,Barristan Selmy,barristan.selmy@gmail.com,Barristan,Selmy,114,4,8,2,140.94,1,1,0,1,5,2,35,1,5,1,0,70.0,169.4,3,1,3,11,450,0,0.03508771929824561,0.07804739605505889,0,0,gmail,personal_domain
39,1465.0,1,Barth,barth@yahoo.com,Barth,Barth,45,9,5,3,103.2,1,2,0,1,5,2,0,1,6,0,0,80.0,152.1,6,0,4,10,0,0,0.2,0.09689922480620154,1,1,yahoo,personal_domain
40,1890.0,1,Barth (brewer),barth.(brewer)@nike.com,Barth,,120,6,10,4,48.71,0,0,1,1,5,1,10,4,5,0,0,70.0,122.8,3,1,3,14,0,1,0.05,0.2874153151303634,1,1,nike,professional_domain
41,1365.0,1,Bass,bass@protonmail.com,Bass,Bass,42,8,7,5,68.0,1,1,0,0,5,1,2,0,0,1,1,70.0,86.4,4,0,2,17,90,0,0.19047619047619047,0.25,1,1,protonmail,personal_domain
42,975.0,1,Beck,beck@unitedhealth.com,Beck,Beck,14,6,11,3,59.52,1,1,0,1,6,2,9,0,9,0,0,90.0,186.4,7,0,1,16,188,0,0.42857142857142855,0.26881720430107525,1,1,unitedhealth,professional_domain
43,4210.5,1,Beldecar,beldecar@yahoo.com,Beldecar,Beldecar,82,4,8,5,114.16,1,1,0,1,6,1,0,0,7,1,0,70.0,172.0,6,1,4,11,364,0,0.04878048780487805,0.09635599159074983,1,1,yahoo,personal_domain
44,1999.0,1,Bellegere Otherys,bellegere.otherys@mcdonalds.com,Bellegere,Otherys,127,6,6,9,41.74,1,4,0,1,6,1,23,0,2,0,0,90.0,124.1,2,0,3,14,0,0,0.047244094488188976,0.33540967896502155,0,0,mcdonalds,professional_domain
45,3195.0,1,Ben Blackthumb,ben.blackthumb@passport.com,Ben,Blackthumb,61,5,8,2,163.58,1,5,0,0,5,2,0,0,1,0,0,80.0,153.0,5,1,3,14,16,0,0.08196721311475409,0.08558503484533561,1,1,passport,junk_domain
46,1450.0,1,Ben Bones,ben.bones@protonmail.com,Ben,Bones,56,2,5,3,89.0,1,2,1,1,6,1,24,0,2,0,0,90.0,131.4,3,0,2,16,0,0,0.03571428571428571,0.1797752808988764,0,0,protonmail,personal_domain
47,1655.0,1,Benedict,benedict@yahoo.com,Benedict,Benedict,98,3,3,3,110.52,1,3,0,0,6,1,2,4,0,0,0,70.0,170.0,4,1,3,14,0,0,0.030612244897959183,0.12667390517553384,1,1,yahoo,personal_domain
48,4695.0,1,Berena Hornwood,berena.hornwood@gmail.com,Berena,Hornwood,94,8,10,6,76.32,1,0,0,1,6,1,21,0,5,1,0,90.0,180.0,4,1,4,11,714,0,0.0851063829787234,0.14412997903563943,0,0,gmail,personal_domain
49,1360.0,1,Beron Blacktyde,beron.blacktyde@protonmail.com,Beron,Blacktyde,74,3,5,3,108.73,1,0,0,1,6,2,0,0,4,0,0,70.0,183.2,6,0,1,16,72,0,0.04054054054054054,0.14715349949415985,1,1,protonmail,personal_domain
50,1680.0,1,Beron Stark,beron.stark@pg.com,Beron,Stark,56,3,6,10,94.64,0,1,0,1,6,1,0,4,8,0,0,80.0,157.2,5,1,3,14,0,0,0.05357142857142857,0.14792899408284024,1,1,pg,professional_domain
51,1560.0,1,Bessa,bessa@protonmail.com,Bessa,Bessa,49,8,4,8,107.89,1,2,0,1,5,2,30,6,4,0,0,70.0,107.3,4,0,3,12,168,0,0.16326530612244897,0.111224395217351,0,0,protonmail,personal_domain
52,8715.0,1,Beth Cassel,beth.cassel@unitedhealth.com,Beth,Cassel,118,1,9,5,38.0,1,0,0,0,6,1,0,0,4,1,1,90.0,188.4,5,1,4,11,296,0,0.00847457627118644,0.2894736842105263,1,1,unitedhealth,professional_domain
53,2012.5,1,Bethany (Blushing Bethany),bethany.(blushing.bethany)@mmm.com,Bethany,,67,1,4,8,31.0,1,2,0,1,6,2,6,9,2,0,0,80.0,130.4,2,1,2,16,0,1,0.014925373134328358,0.5161290322580645,1,1,mmm,professional_domain
54,2527.5,1,Black Bernarr,black.bernarr@gmail.com,Black,Bernarr,105,4,6,8,128.42,1,3,0,0,4,2,19,0,1,0,0,80.0,177.1,4,0,3,11,128,0,0.0380952380952381,0.08565643980688367,0,0,gmail,personal_domain
55,2616.25,1,Blane,blane@merck.com,Blane,Blane,64,1,7,1,49.0,1,1,0,1,6,1,17,0,0,0,0,80.0,120.0,2,0,3,15,0,0,0.015625,0.30612244897959184,0,0,merck,professional_domain
56,1700.0,1,Bloodbeard,bloodbeard@gmail.com,Bloodbeard,Bloodbeard,38,2,6,10,133.01,1,6,0,0,6,1,8,0,5,1,0,90.0,122.0,4,1,3,13,176,0,0.05263157894736842,0.0977370122547177,1,1,gmail,personal_domain
57,3517.5,1,Bodger,bodger@me.com,Bodger,Bodger,238,4,6,7,112.45,1,2,0,1,5,1,9,2,2,0,0,80.0,157.5,5,1,4,9,504,0,0.01680672268907563,0.08003557136505113,1,1,me,junk_domain
58,4065.0,1,Bonifer Hasty,bonifer.hasty@protonmail.com,Bonifer,Hasty,94,4,9,5,110.33,1,3,0,1,6,1,0,0,2,0,0,70.0,168.0,6,1,4,10,242,0,0.0425531914893617,0.09063717937097798,1,1,protonmail,personal_domain
59,2887.5,1,Boros Blount,boros.blount@mcdonalds.com,Boros,Blount,54,7,6,10,38.84,1,4,0,1,5,1,12,0,0,0,0,90.0,150.1,4,1,3,13,340,0,0.12962962962962962,0.33470648815653964,1,1,mcdonalds,professional_domain
60,1375.0,1,Bradamar Frey,bradamar.frey@apple.com,Bradamar,Frey,72,7,4,8,119.95,1,1,1,1,6,1,9,0,0,1,0,80.0,88.9,4,0,3,12,0,0,0.09722222222222222,0.10004168403501458,1,1,apple,professional_domain
61,1789.0,1,Brenett,brenett@cisco.com,Brenett,Brenett,55,2,6,10,72.0,1,1,0,0,6,1,11,0,5,1,0,80.0,187.7,6,1,3,15,0,0,0.03636363636363636,0.20833333333333334,1,1,cisco,professional_domain
62,1688.75,1,Brogg,brogg@yahoo.com,Brogg,Brogg,14,1,11,3,88.0,1,3,0,1,6,2,0,0,1,0,0,90.0,114.0,5,0,1,16,0,0,0.07142857142857142,0.18181818181818182,1,1,yahoo,personal_domain
63,1280.0,1,Bronn,bronn@protonmail.com,Bronn,Bronn,100,7,4,9,169.99,1,0,0,0,4,1,12,0,1,0,0,80.0,91.4,2,0,2,17,0,0,0.07,0.10000588269898229,1,1,protonmail,personal_domain
64,1210.0,1,Bryan Fossoway,bryan.fossoway@gmail.com,Bryan,Fossoway,46,3,6,4,90.54,1,2,1,0,6,2,5,3,2,0,0,70.0,95.2,2,1,2,17,0,0,0.06521739130434782,0.1877623149988955,1,1,gmail,personal_domain
65,1350.0,1,Bryan of Oldtown,bryan.of.oldtown@yahoo.com,Bryan,of Oldtown,61,6,6,7,211.86,1,0,0,0,5,1,0,2,0,0,0,70.0,127.1,5,1,2,15,0,0,0.09836065573770492,0.07080147267063154,1,1,yahoo,personal_domain
66,1120.0,1,Bryce Caron,bryce.caron@pg.com,Bryce,Caron,28,7,5,9,43.75,1,2,2,0,5,2,11,0,3,1,0,80.0,80.8,3,0,2,15,0,0,0.25,0.34285714285714286,1,1,pg,professional_domain
67,1170.0,1,Byan Votyris,byan.votyris@pg.com,Byan,Votyris,34,3,7,3,68.0,1,1,0,1,6,2,48,0,3,1,1,90.0,134.8,3,1,2,17,0,0,0.08823529411764706,0.25,0,0,pg,professional_domain
68,4567.5,1,Byron,byron@travelers.com,Byron,Byron,55,1,7,1,53.0,1,3,0,0,6,1,0,0,4,1,1,90.0,147.8,5,1,3,15,432,0,0.01818181818181818,0.2830188679245283,1,1,travelers,professional_domain
69,3112.5,1,Caleotte,caleotte@gmail.com,Caleotte,Caleotte,91,8,7,8,106.4,1,0,0,1,6,1,2,0,0,1,0,70.0,279.2,6,2,3,11,0,0,0.08791208791208792,0.10338345864661654,1,1,gmail,personal_domain
70,2115.0,1,Calon,calon@protonmail.com,Calon,Calon,135,9,7,2,35.82,1,4,0,0,5,1,0,1,1,0,0,70.0,122.6,2,2,3,12,0,0,0.06666666666666667,0.3350083752093802,1,1,protonmail,personal_domain
71,1819.0,1,Canker Jeyne,canker.jeyne@nike.com,Canker,Jeyne,40,3,8,5,104.25,1,2,0,0,5,2,0,4,2,0,0,70.0,126.0,4,0,3,12,174,0,0.075,0.11510791366906475,1,1,nike,professional_domain
72,2565.0,1,Carellen Smallwood,carellen.smallwood@yahoo.com,Carellen,Smallwood,67,6,8,5,91.75,1,1,0,1,6,2,12,0,10,1,1,90.0,203.4,6,0,3,15,573,0,0.08955223880597014,0.16348773841961853,1,1,yahoo,personal_domain
73,1295.0,1,Cetheres,cetheres@cisco.com,Cetheres,Cetheres,29,9,6,8,34.65,1,1,0,1,5,1,0,3,1,1,0,80.0,147.5,4,1,2,16,0,0,0.3103448275862069,0.46176046176046176,1,1,cisco,professional_domain
74,1300.0,1,Chett,chett@yahoo.com,Chett,Chett,64,7,6,4,112.29,1,2,0,1,5,1,2,0,3,0,0,80.0,128.7,4,0,3,15,0,0,0.109375,0.13358268768367618,1,1,yahoo,personal_domain
75,1605.0,1,Chiswyck,chiswyck@jnj.com,Chiswyck,Chiswyck,68,2,7,10,70.0,1,1,0,0,5,2,0,0,1,0,0,90.0,139.8,4,1,3,15,0,0,0.029411764705882353,0.21428571428571427,1,1,jnj,professional_domain
76,2126.25,1,Cleos Frey,cleos.frey@merck.com,Cleos,Frey,51,1,5,3,51.0,1,1,0,1,6,2,3,0,9,0,0,80.0,139.2,3,1,3,15,180,0,0.0196078431372549,0.29411764705882354,1,1,merck,professional_domain
77,1600.0,1,Cletus Yronwood,cletus.yronwood@pg.com,Cletus,Yronwood,50,9,5,3,96.0,1,0,0,0,5,1,47,7,4,0,0,90.0,111.6,3,0,3,12,261,0,0.18,0.125,0,0,pg,professional_domain
78,3780.0,1,Coldhands,coldhands@verizon.com,Coldhands,Coldhands,98,9,8,9,139.6,1,2,0,1,5,1,0,3,6,0,0,70.0,178.6,4,1,4,9,240,0,0.09183673469387756,0.06446991404011461,1,1,verizon,professional_domain
79,1385.0,1,Colemon,colemon@protonmail.com,Colemon,Colemon,138,6,4,2,77.5,1,2,0,1,6,2,0,2,0,0,0,90.0,89.4,3,1,2,17,0,0,0.043478260869565216,0.21935483870967742,1,1,protonmail,personal_domain
80,1129.0,1,Conn,conn@protonmail.com,Conn,Conn,46,5,7,6,80.84,0,0,0,1,5,1,11,8,4,0,0,80.0,103.6,3,0,2,18,88,0,0.10869565217391304,0.22266204849084612,1,1,protonmail,personal_domain
81,1150.0,1,Corlys Velaryon,corlys.velaryon@travelers.com,Corlys,Velaryon,40,8,5,1,107.0,1,1,1,1,5,2,3,0,1,0,0,80.0,86.4,3,1,1,17,0,0,0.2,0.1588785046728972,1,1,travelers,professional_domain
82,2012.5,1,Cortnay Penrose,cortnay.penrose@yahoo.com,Cortnay,Penrose,35,1,4,3,36.0,1,1,0,0,6,1,0,2,1,1,0,70.0,122.4,3,0,2,17,0,0,0.02857142857142857,0.4722222222222222,1,1,yahoo,personal_domain
83,2625.0,1,Crawn,crawn@yahoo.com,Crawn,Crawn,49,4,5,10,146.78,0,1,0,1,6,2,4,1,4,1,1,70.0,164.0,5,1,3,13,72,0,0.08163265306122448,0.0885679247853931,1,1,yahoo,personal_domain
84,1560.0,1,Cuger,cuger@nike.com,Cuger,Cuger,142,7,8,2,76.3,1,0,0,1,5,2,11,0,0,0,0,80.0,102.6,3,0,3,12,0,0,0.04929577464788732,0.15727391874180865,1,1,nike,professional_domain
85,2745.0,1,Cyrenna Swann,cyrenna.swann@yahoo.com,Cyrenna,Swann,57,3,7,2,106.35,1,3,0,1,6,1,13,0,9,0,0,70.0,166.8,6,1,3,11,171,0,0.05263157894736842,0.10343206393982135,1,1,yahoo,personal_domain
86,3127.5,1,Dacks,dacks@goldmansacs.com,Dacks,Dacks,124,3,5,2,109.0,1,0,0,1,5,2,13,0,0,0,0,80.0,264.0,6,1,3,14,256,0,0.024193548387096774,0.12844036697247707,1,1,goldmansacs,professional_domain
87,2012.5,1,Daella Targaryen (daughter of Jaehaerys I),daella.targaryen.(daughter.of.jaehaerys.i)@gmail.com,Daella,Targaryen ,30,1,5,10,58.0,1,3,1,0,6,3,10,1,3,0,0,90.0,163.9,4,0,2,15,0,0,0.03333333333333333,0.25862068965517243,1,1,gmail,personal_domain
88,3997.5,1,Daella Targaryen (daughter of Maekar I),daella.targaryen.(daughter.of.maekar.i)@ibm.com,Daella,Targaryen ,69,2,10,3,68.58,0,3,0,1,5,1,52,3,3,0,0,80.0,175.2,4,1,3,13,412,0,0.028985507246376812,0.189559638378536,0,0,ibm,professional_domain
89,1270.0,1,Daemon II Blackfyre,daemon.ii.blackfyre@cocacola.com,Daemon,II Blackfyre,52,8,7,10,71.8,1,0,0,1,5,2,0,0,2,0,0,70.0,86.4,3,0,2,17,0,0,0.15384615384615385,0.23676880222841226,1,1,cocacola,professional_domain
90,3078.25,1,Daeron I Targaryen,daeron.i.targaryen@protonmail.com,Daeron,I Targaryen,41,1,7,2,50.0,1,2,0,1,6,1,6,5,1,0,0,70.0,165.5,5,1,3,11,0,0,0.024390243902439025,0.22,1,1,protonmail,personal_domain
91,1220.0,1,Daeron Vaith,daeron.vaith@verizon.com,Daeron,Vaith,44,3,9,7,51.5,1,0,0,0,6,1,9,0,9,1,0,90.0,235.8,6,0,1,17,0,0,0.06818181818181818,0.3300970873786408,1,1,verizon,professional_domain
92,1940.0,1,Dafyn Vance,dafyn.vance@unitedtech.com,Dafyn,Vance,41,4,7,10,37.06,1,1,0,1,6,2,0,0,2,1,1,80.0,135.2,3,1,3,11,0,0,0.0975609756097561,0.2968159740960604,1,1,unitedtech,professional_domain
93,600.0,1,Dagon Greyjoy,dagon.greyjoy@gmail.com,Dagon,Greyjoy,12,2,11,4,54.2,1,2,0,1,6,2,4,2,2,1,0,80.0,80.0,2,1,1,18,0,0,0.16666666666666666,0.33210332103321033,1,1,gmail,personal_domain
94,945.0,1,Dake,dake@gmail.com,Dake,Dake,14,3,11,3,80.27,1,6,2,1,6,1,6,1,2,1,0,80.0,170.1,6,0,1,15,0,0,0.21428571428571427,0.18686931605830323,1,1,gmail,personal_domain
95,1520.0,1,Dale Seaworth,dale.seaworth@protonmail.com,Dale,Seaworth,103,4,5,7,80.0,1,1,1,0,6,2,39,3,4,0,0,80.0,112.6,3,0,3,14,0,0,0.038834951456310676,0.175,0,0,protonmail,personal_domain
96,2835.0,1,Dalla,dalla@gmail.com,Dalla,Dalla,50,8,6,5,129.22,1,7,0,1,5,2,26,1,3,1,1,80.0,214.9,4,1,3,14,0,0,0.16,0.10834236186348863,0,0,gmail,personal_domain
97,1725.0,1,Dalla (Dragonstone),dalla.(dragonstone)@protonmail.com,Dalla,,64,6,6,3,32.3,1,3,0,0,6,1,2,0,1,1,1,90.0,147.1,4,0,3,15,894,1,0.09375,0.4643962848297214,1,1,protonmail,personal_domain
98,1335.0,1,Danwell Frey,danwell.frey@protonmail.com,Danwell,Frey,51,4,5,5,155.23,1,1,0,0,5,2,10,2,2,0,0,90.0,86.4,3,1,2,16,0,0,0.0784313725490196,0.1030728596276493,1,1,protonmail,personal_domain
